"","Total tips with trait","Median (tot)","Min (tot)","Max (tot)","Total native tips with Trait","Median (nat)","Min (nat)","Max (nat)","Total invasive tips with Trait","Median (inv)","Min (inv)","Max (inv)","p.value","conf.int.Lo","conf.int.Hi"
"Little_McConnell_Island","48","0.796367021997103","-0.890417845800562","2.10749645554625","18","0.826693767298401","-0.558106723637445","2.10749645554625","30","0.518379366385922","-0.890417845800562","1.71116846401776","0.232469431705065","-0.648092664545991","0.161974519380774"
"Little_Nob","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Little_Oak","9","0.521264130633897","-0.824169697129471","1.70414778051846","2","0.331529250219004","-0.0906028670979679","0.753661367535977","7","0.521264130633897","-0.824169697129471","1.70414778051846","0.930063056171271","-1.96376969488556","1.85879423187772"
"Little_Sucia_Island","47","0.829303772831025","-0.890417845800562","2.0292315523058","27","0.834494566567543","-0.657577319177794","2.0292315523058","20","0.519564475787613","-0.890417845800562","1.6222140229663","0.450687577665644","-0.636114035940181","0.287937455482055"
"Low_Island","23","0.521264130633897","-0.965316544243214","1.59978481252602","8","0.82928916416666","-0.965316544243214","1.53463247879283","15","0.518893911830515","-0.70346390431412","1.59978481252602","0.647332672375945","-0.957421077822851","0.621347681079685"
"Mackaye_Harbor_Island","17","0.397732139295206","-0.824169697129471","1.12392198673066","4","0.70535861019654","-0.0906028670979679","0.824083761765778","13","0.247314850388075","-0.824169697129471","1.12392198673066","0.283788059377119","-0.941296720409476","0.321654471373495"
"Massacre_Bay__1_Island","10","0.587902132816183","-0.494850021680094","1.70414778051846","2","0.369350452866529","-0.0906028670979679","0.829303772831025","8","0.587902132816183","-0.494850021680094","1.70414778051846","0.708228519816427","-2.69899699093056","3.16123044444737"
"Matia_Island","81","0.824083761765778","-1.09022803247689","2.83078107560636","41","0.907615979589483","-0.795880017344075","2.83078107560636","40","0.617782746296637","-1.09022803247689","1.71116846401776","0.0338892765361505","-0.757599727332476","-0.0307925454622592"
"Matia_West__1","37","0.656910353801852","-1.03786035649102","2.0292315523058","24","0.796367021997103","-0.795880017344075","2.0292315523058","13","0.206901932408631","-1.03786035649102","1.70414778051846","0.131889729517845","-1.04448983657563","0.145343011449496"
"Matia_West__2","12","0.485907269508335","-1.03786035649102","1.70414778051846","4","0.774217883896493","-0.0906028670979679","1.09974640309031","8","0.212527551944662","-1.03786035649102","1.70414778051846","0.330279629528934","-1.452607476401","0.538447662901413"
"McConnell_Island","69","0.824083761765778","-0.890417845800562","2.14934532770259","31","0.829303772831025","-0.558106723637445","2.10749645554625","38","0.738555906643746","-0.890417845800562","2.14934532770259","0.379505402387396","-0.495438538313289","0.191139486445001"
"Near_Decatur_Island___Unnamed__3","27","0.753661367535977","-0.890417845800562","1.5179213109684","15","0.824083761765778","-0.558106723637445","1.5179213109684","12","0.322523494841641","-0.890417845800562","1.23414351203131","0.192556554244695","-0.869095059623967","0.18664775497447"
"Nob_Island","33","0.656910353801852","-0.890417845800562","1.70414778051846","13","0.797959643737196","-0.558106723637445","1.69258256227491","20","0.512876988398372","-0.890417845800562","1.70414778051846","0.258507496670852","-0.788698092161682","0.220181663031973"
"North_Finger_Island","52","0.860614126941923","-1.03786035649102","2.50607127158767","28","0.831899169699284","-0.558106723637445","2.10749645554625","24","0.991915317227643","-1.03786035649102","2.50607127158767","0.719727375759176","-0.563098280104869","0.392201600850192"
"Oak_Island","35","0.79477440025701","-0.890417845800562","2.14934532770259","12","0.811021702751487","-0.558106723637445","1.3500937130451","23","0.521264130633897","-0.890417845800562","2.14934532770259","0.648954213819763","-0.564948246148079","0.357680431562926"
"Pole_Island","24","0.716148328239719","-0.824169697129471","2.14934532770259","9","0.834494566567543","-0.0906028670979679","1.28927851323899","15","0.518893911830515","-0.824169697129471","2.14934532770259","0.3557184457945","-0.697763920452354","0.261516841974958"
"Posey_Island","47","0.657055852857104","-1.16217414081566","1.71116846401776","16","0.811021702751487","-1.16217414081566","1.69258256227491","31","0.521264130633897","-0.890417845800562","1.71116846401776","0.517268653842733","-0.606745771087554","0.311829091389197"
"Reef_Island","48","0.796367021997103","-0.890417845800562","2.83078107560636","25","0.829303772831025","-0.657577319177794","2.83078107560636","23","0.507889155855416","-0.890417845800562","1.71116846401776","0.274596084461041","-0.739944955980741","0.215244690298686"
"Reeflet_Island","20","0.600899258745656","-0.890417845800562","1.59978481252602","5","0.824083761765778","-0.0906028670979679","1.29464178342804","15","0.321217838350984","-0.890417845800562","1.59978481252602","0.413368437727493","-0.955632178068014","0.419766118752878"
"Rim_Island","19","0.517864820941328","-0.890417845800562","1.59978481252602","8","0.788872564650877","-0.0906028670979679","1.28927851323899","11","0.321217838350984","-0.890417845800562","1.59978481252602","0.105377681129931","-1.09893177386591","0.115215794718417"
"Ripple_Island","28","0.70535861019654","-0.890417845800562","1.59978481252602","13","0.79477440025701","-0.0906028670979679","1.32761092006365","15","0.487971891021373","-0.890417845800562","1.59978481252602","0.321198184791288","-0.692152682844225","0.236051594590163"
"Rum_Island","34","0.649529240717147","-0.890417845800562","1.70414778051846","18","0.846349193523799","-0.558106723637445","1.69258256227491","16","0.359474988823095","-0.890417845800562","1.70414778051846","0.111829799703022","-0.854539886902079","0.0936392201625872"
"Saddlebag_Island","70","0.837495604784456","-0.890417845800562","2.10749645554625","30","0.901926718760326","-0.657577319177794","2.10749645554625","40","0.684341322673055","-0.890417845800562","1.72721582090849","0.292608601530071","-0.537756655219215","0.164691270281306"
"Secar_Rock","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Sentinel_Island","48","0.725842377029431","-1.09022803247689","2.10749645554625","19","0.824083761765778","-0.558106723637445","2.10749645554625","29","0.521264130633897","-1.09022803247689","1.77764427769648","0.425421713516286","-0.608946073461625","0.261647528722101"
"Skull_Island","54","0.831899169699284","-0.890417845800562","2.14934532770259","20","0.848944590392058","-0.558106723637445","2.0292315523058","34","0.723537989484258","-0.890417845800562","2.14934532770259","0.20082497065295","-0.626133048063347","0.135270223041242"
"Small_Island_near_Charles","7","0.321217838350984","-0.70346390431412","0.84049664300137","4","0.377752880794028","-0.0906028670979679","0.824083761765778","3","0.321217838350984","-0.70346390431412","0.84049664300137","0.697029253332497","-1.81772713842713","1.37873419499135"
"Swirl_Rock_Central","9","0.753661367535977","-0.0906028670979679","1.70414778051846","5","0.753661367535977","-0.0906028670979679","0.829303772831025","4","0.580857240676177","0.206901932408631","1.70414778051846","0.479699030943472","-0.715595912041607","1.32466183754657"
"Turn_Island","76","0.811021702751487","-0.890417845800562","2.10749645554625","33","0.834494566567543","-0.657577319177794","2.10749645554625","43","0.701402277872585","-0.890417845800562","1.84854618489107","0.604786411433648","-0.432395292846081","0.253576179338873"
"Turnlet_Island","27","0.84049664300137","-0.890417845800562","1.59978481252602","9","0.824083761765778","-0.558106723637445","1.5179213109684","18","0.849165141334321","-0.890417845800562","1.59978481252602","0.464369975629176","-0.841115893081368","0.398686147035471"
"Unnamed__1_near_Long_Island","24","0.636277639683246","-0.890417845800562","1.71116846401776","7","0.79477440025701","-0.0906028670979679","1.53463247879283","17","0.321217838350984","-0.890417845800562","1.71116846401776","0.366420629454687","-0.925326492758457","0.359920788165161"
"Unnamed__2_near_Long_Island","17","0.824083761765778","-0.70346390431412","1.71116846401776","5","0.753661367535977","-0.0906028670979679","0.824083761765778","12","0.916490136498681","-0.70346390431412","1.71116846401776","0.190271201119142","-0.230628288909944","1.03806134892612"
"Unnamed__3_near_Long_Island","8","0.228793533618228","-1.03786035649102","1.59978481252602","2","-0.0443792365229442","-0.0906028670979679","0.00184439405207942","6","0.42005587509075","-1.03786035649102","1.59978481252602","0.240385786803884","-0.462091841615199","1.46567183474555"
"Unnamed_72_Island","20","0.572441122411612","-0.890417845800562","1.49898523618449","5","0.834494566567543","-0.0906028670979679","1.49898523618449","15","0.227291373967421","-0.890417845800562","1.40483785009204","0.177422522708578","-1.18407519254006","0.254183072826859"
"Unnamed_west_of_Castle_Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Victim_Island","52","0.774217883896493","-0.890417845800562","1.71116846401776","22","0.831899169699284","-0.0906028670979679","1.69258256227491","30","0.497930523438395","-0.890417845800562","1.71116846401776","0.0350434787669445","-0.682829492782712","-0.0258972744551764"
"Willow_Island","37","0.829303772831025","-1.03786035649102","1.71116846401776","19","0.829303772831025","-0.558106723637445","1.69258256227491","18","0.664234267011372","-1.03786035649102","1.71116846401776","0.26027158959763","-0.801372729543951","0.225890464691234"
"Yellow_Island","87","0.829303772831025","-0.890417845800562","2.83078107560636","31","0.829303772831025","-0.657577319177794","2.83078107560636","56","0.759565965972416","-0.890417845800562","2.07782731077166","0.700794455934212","-0.404800954908048","0.273895303898204"
