"","Total tips with trait","Median (tot)","Min (tot)","Max (tot)","Total native tips with Trait","Median (nat)","Min (nat)","Max (nat)","Total invasive tips with Trait","Median (inv)","Min (inv)","Max (inv)","p.value","conf.int.Lo","conf.int.Hi"
"North_Finger_Island","91","0.0127420354760372","-2.84948486777606","2.125107906089","63","0.215200574253124","-2.84948486777606","2.125107906089","28","-0.209938137200921","-1.36868819335003","1.3427710533011","0.252269850325848","-0.587117504933032","0.156570685543423"
"Oak_Island","47","0.100020090452115","-1.34899366981389","3.63079829195066","23","0.58265170007518","-1.09327488803919","3.63079829195066","24","-0.0752584730292461","-1.34899366981389","1.3427710533011","0.0613893131168218","-1.0050578098352","0.0245642352818208"
"Pole_Island","37","0.0345040790129342","-0.835027725967293","1.3427710533011","21","0.304731973400831","-0.835027725967293","1.10202506158532","16","-0.163630866607619","-0.780804716299418","1.3427710533011","0.221631361540757","-0.673479959716145","0.162107645243178"
"Posey_Island","69","-0.186369069770899","-2.01810608843834","3.63079829195066","34","0.206838329377964","-1.1788884487456","3.63079829195066","35","-0.420500846251847","-2.01810608843834","0.986924697943769","0.00461876829158832","-0.977687221877079","-0.186275565907241"
"Reef_Island","81","0.0898624701020058","-2.84948486777606","3.63079829195066","54","0.321397037536291","-2.84948486777606","3.63079829195066","27","-0.298344488819267","-1.34899366981389","1.3427710533011","0.0308536452112187","-0.816868062920645","-0.0406385889584431"
"Reeflet_Island","32","0.0630659931892036","-3.34948460935335","1.4366146521291","14","0.323692668444772","-3.34948460935335","1.4366146521291","18","-0.0752584730292461","-1.00921881203838","0.986924697943769","0.986089281209601","-0.725578266596729","0.713476831093724"
"Rim_Island","33","0.0127420354760372","-1.95860731484178","1.3427710533011","21","0.221255994623731","-1.95860731484178","1.27288318558632","12","-0.326705825130597","-0.856249250847679","1.3427710533011","0.708929224929827","-0.671278208120695","0.463017307905492"
"Ripple_Island","49","-0.0713993785478468","-1.34899366981389","1.8341431177288","33","0.22098616236284","-1.02396990241637","1.8341431177288","16","-0.327403820297388","-1.34899366981389","1.14139292727432","0.102255524650907","-0.775708816594516","0.073652233907237"
"Rum_Island","54","0.116490081757869","-1.95860731484178","3.63079829195066","38","0.309299596884992","-1.95860731484178","3.63079829195066","16","-0.327403820297388","-0.945541392548229","1.3427710533011","0.0874347687754422","-0.856974834111865","0.0608632269694376"
"Saddlebag_Island","129","-0.0713993785478468","-2.84948486777606","2.28340482498597","83","0.163869121537143","-2.84948486777606","2.28340482498597","46","-0.264221525715599","-2.57933295465487","2.01822673165213","0.218156186362729","-0.548964639293566","0.126711624850428"
"Secar_Rock","7","0.58265170007518","-1.02396990241637","1.14139292727432","4","0.504525437300943","-1.02396990241637","0.68587934731703","3","0.673878078020115","-0.596325560883303","1.14139292727432","0.733950724815652","-1.56187825717981","2.03902839370263"
"Sentinel_Island","82","0.152980373117317","-2.18544011762763","3.63079829195066","51","0.343211590179747","-2.18544011762763","3.63079829195066","31","-0.199909181079296","-1.34899366981389","2.21063678331548","0.13140325463784","-0.685251197754484","0.09094613855282"
"Skull_Island","80","0.0772021241364059","-2.86141312934642","3.63079829195066","42","0.290436702585204","-2.86141312934642","3.63079829195066","38","-0.0432747282755534","-1.44707573512418","1.92325620150794","0.653605917170925","-0.513901683285502","0.324378473457721"
"Small_Island_near_Charles","16","0.0236230572444857","-1.09327488803919","1.17359631371599","13","0.0127420354760372","-1.09327488803919","1.17359631371599","3","0.0345040790129342","-1.00921881203838","0.673878078020115","0.816494835143019","-1.89967274487046","1.6268721060445"
"Swirl_Rock_Central","18","0.0236230572444857","-1.09327488803919","1.17359631371599","14","-0.011469786606802","-1.09327488803919","1.17359631371599","4","0.154985572740653","-0.565395708793957","0.673878078020115","0.608198507311037","-0.59468118959279","0.935550875478333"
"Turn_Island","128","0.06218327455747","-3.34948460935335","3.63079829195066","81","0.215200574253124","-3.34948460935335","3.63079829195066","47","-0.0791175675106454","-1.15924136021743","2.01822673165213","0.633229351370404","-0.40433354802523","0.246922330123606"
"Turnlet_Island","40","0.0672620847325247","-1.95860731484178","1.4366146521291","20","0.334745428281297","-1.95860731484178","1.4366146521291","20","-0.0752584730292461","-1.00921881203838","1.14139292727432","0.372771174459637","-0.664420939200672","0.255641849131262"
"Unnamed__1_near_Long_Island","42","-0.191308101163584","-1.95860731484178","1.4366146521291","24","-0.0400961948959119","-1.95860731484178","1.4366146521291","18","-0.532277413462615","-1.46215682428003","0.986924697943769","0.368194951855136","-0.725199122091767","0.274851656459844"
"Unnamed__2_near_Long_Island","30","-0.053540493618744","-1.95860731484178","1.3427710533011","17","-0.311216823779322","-1.95860731484178","1.17359631371599","13","0.0345040790129342","-1.00921881203838","1.3427710533011","0.371759784196681","-0.289633241129915","0.749579649090805"
"Unnamed__3_near_Long_Island","11","-0.219967093322546","-1.36868819335003","0.673878078020115","5","-0.0356816086896412","-1.02396990241637","0.58265170007518","6","-0.359563105726909","-1.36868819335003","0.673878078020115","0.659730918031355","-1.03748065188285","0.690000329102742"
"Unnamed_72_Island","35","-0.0713993785478468","-1.34899366981389","1.34959675471785","18","0.218228284438427","-1.09327488803919","1.34959675471785","17","-0.298344488819267","-1.34899366981389","0.986924697943769","0.13586070336247","-0.798157257086975","0.113405539985314"
"Unnamed_west_of_Castle_Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Victim_Island","80","-0.0752584730292461","-2.84948486777606","3.63079829195066","51","0.215200574253124","-2.84948486777606","3.63079829195066","29","-0.420500846251847","-1.46215682428003","2.01822673165213","0.0741617278869954","-0.778712099233399","0.0371358707356478"
"Willow_Island","65","-0.0713993785478468","-1.7091277858139","1.62582185224406","45","0.0898624701020058","-1.7091277858139","1.62582185224406","20","-0.327403820297388","-1.36868819335003","0.986924697943769","0.0493071559537028","-0.744485771312696","-0.00117255477517691"
"Yellow_Island","156","0.0542211348240936","-3.34948460935335","3.63079829195066","90","0.126865795819574","-3.34948460935335","3.63079829195066","66","-0.0579832803999776","-1.46215682428003","2.21063678331548","0.562209646836328","-0.227794767477821","0.417523613606392"
